latitude,longitude,alt,lat_accuracy,lon_accuracy,alt_accuracy,undulation,sat_used,timestamp
0.0,0.0,-17.0,4294967.5,4294967.5,3750017.0,17.0,0,20825421
0.0,0.0,-17.0,4294967.5,4294967.5,3750017.25,17.0,0,21025419
0.0,0.0,-17.0,4294967.5,4294967.5,3750018.25,17.0,0,21430355
0.0,0.0,-17.0,4294967.5,4294967.5,3750018.75,17.0,0,21625417
0.0,0.0,-17.0,4294967.5,4294967.5,3750019.25,17.0,0,21825416
0.0,0.0,-17.0,4294967.5,4294967.5,3750020.25,17.0,0,22230345
0.0,0.0,-17.0,4294967.5,4294967.5,3750020.75,17.0,0,22425416
0.0,0.0,-17.0,4294967.5,4294967.5,3750021.25,17.0,0,22625419
0.0,0.0,-17.0,4294967.5,4294967.5,3750022.25,17.0,0,23030373
0.0,0.0,-17.0,4294967.5,4294967.5,3750022.75,17.0,0,23225417
0.0,0.0,-17.0,4294967.5,4294967.5,3750023.25,17.0,0,23430349
0.0,0.0,-17.0,4294967.5,4294967.5,3750024.75,17.0,0,23830346
0.0,0.0,-17.0,4294967.5,4294967.5,3750025.5,17.0,0,24030380
0.0,0.0,-17.0,4294967.5,4294967.5,3750026.0,17.0,0,24230345
0.0,0.0,-17.0,4294967.5,4294967.5,3750027.25,17.0,0,24630345
0.0,0.0,-17.0,4294967.5,4294967.5,3750028.0,17.0,0,24830347
0.0,0.0,-17.0,4294967.5,4294967.5,3750028.5,17.0,0,25030385
0.0,0.0,-17.0,4294967.5,4294967.5,3750029.25,17.0,0,25230353
0.0,0.0,-17.0,4294967.5,4294967.5,3750030.0,17.0,0,25430348
0.0,0.0,-17.0,4294967.5,4294967.5,3750030.75,17.0,0,25630345
0.0,0.0,-17.0,4294967.5,4294967.5,3750034.0,17.0,0,26630345
0.0,0.0,-17.0,4294967.5,4294967.5,3750034.75,17.0,0,26830349
0.0,0.0,-17.0,4294967.5,4294967.5,3750036.0,17.0,0,27030385
0.0,0.0,-17.0,4294967.5,4294967.5,3750037.5,17.0,0,27430353
0.0,0.0,-17.0,4294967.5,4294967.5,3750038.25,17.0,0,27630356
0.0,0.0,-17.0,4294967.5,4294967.5,3750039.0,17.0,0,27830346
0.0,0.0,-17.0,4294967.5,4294967.5,3750040.75,17.0,0,28230347
0.0,0.0,-17.0,4294967.5,4294967.5,3750041.5,17.0,0,28425419
0.0,0.0,-17.0,4294967.5,4294967.5,3750042.5,17.0,0,28630347
0.0,0.0,-17.0,4294967.5,4294967.5,3750044.0,17.0,0,29030383
0.0,0.0,-17.0,4294967.5,4294967.5,3750044.75,17.0,0,29230347
0.0,0.0,-17.0,4294967.5,4294967.5,3750045.75,17.0,0,29430347
0.0,0.0,-17.0,4294967.5,4294967.5,3750047.75,17.0,0,29830347
0.0,0.0,-17.0,4294967.5,4294967.5,3750048.75,17.0,0,30030385
0.0,0.0,-17.0,4294967.5,4294967.5,3750049.75,17.0,0,30230354
0.0,0.0,-17.0,4294967.5,4294967.5,3750051.75,17.0,0,30630353
0.0,0.0,-17.0,4294967.5,4294967.5,3750052.5,17.0,0,30830353
0.0,0.0,-17.0,4294967.5,4294967.5,3750053.5,17.0,0,31030380
0.0,0.0,-17.0,4294967.5,4294967.5,3750056.25,17.0,0,31630353
0.0,0.0,-17.0,4294967.5,4294967.5,3750057.75,17.0,0,31830357
0.0,0.0,-17.0,4294967.5,4294967.5,3750058.75,17.0,0,32030385
